Business_name	Business_phone_number	Business_homepage_URL	Business_Address	Opening_hours	Takes_Reservations	Delivery	TAKE_OUT	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Android_Pay	Accepts_Bitcoin	Good_For	Parking	Bike_Parking	Good_for_Kids	Good_for_Groups	Attire	Ambience	Noise_Level	Alcohol	Outdoor_Seating	Wi_Fi	Has_TV	Caters	Gender_Neutral_Restrooms	contact_US	emails
Anchor Oyster Bar	(415) 431-3990	anchoroysterbar.com	579 Castro StSan Francisco, CA 94114 b/t 19th St & 18th St Castro	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:00 pm ; Sat --> 11:30 am - 10:00 pm ; Sun --> 4:00 pm - 9:30 pm ;	No	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	No	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://anchoroysterbar.com/	NA
Angel Cafe &amp; Deli	(415) 931-3467	NA	700 Geary StSan Francisco, CA 94109 at Leavenworth St Lower Nob Hill	Mon --> 7:00 am - 6:00 pm ; Tue --> 7:00 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 6:00 pm ; Fri --> 7:00 am - 6:00 pm ; Sat --> 8:00 am - 5:00 pm ; Sun --> 8:00 am - 3:00 pm ;	Yes	No	Yes	Yes	Yes	No	NA	Breakfast, Lunch	Street	Yes	Yes	No	Casual	Casual	Quiet	No	Yes	Free	Yes	Yes	NA	NA	NA
Angkor Borei	(415) 550-8417	cambodiankitchen.com	3471 Mission StSan Francisco, CA 94110 b/t Cortland Ave & Kingston St Bernal Heights, Mission	Mon --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Tue --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Fri --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Sat --> 11:00 am - 3:00 pm5:00 pm - 9:30 pm ; Sun --> 5:00 pm - 9:30 pm ;	Yes	Yes	Yes	Yes	No	No	NA	Dinner	Street	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	Yes	http://cambodiankitchen.com/	NA
An Japanese Restaurant	(415) 292-4886	sushiansf.com	Located inMiyako Mall 22 Peace PlzSte 510San Francisco, CA 94115 Japantown, Lower Pacific Heights	Mon --> NA - NA ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:00 pm ; Fri --> 5:30 pm - 10:00 pm ; Sat --> 5:30 pm - 10:00 pm ; Sun --> NA - NA ;	Yes	No	No	Yes	No	NA	NA	Dinner	Garage	Yes	No	No	Casual	Intimate	Quiet	Beer & Wine Only	No	No	No	No	NA	http://sushiansf.com/	info@sushiansf.com
Another Cafe	(415) 857-5770	anothercafesf.com	1191 Pine StSan Francisco, CA 94109 b/t Leavenworth St & Touchard St Lower Nob Hill, Nob Hill	Mon --> 6:00 am - 10:00 pm ; Tue --> 6:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 6:00 am - 10:00 pm ; Fri --> 6:00 am - 10:00 pm ; Sat --> 7:00 am - 9:00 pm ; Sun --> 7:00 am - 9:00 pm ;	No	No	Yes	Yes	No	Yes	NA	Breakfast, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	No	No	Yes	https://www.anothercafesf.com/	NA
Arabian Nights Restaurant	(415) 648-1444	arabiannightssf.com	2345 Mission StSan Francisco, CA 94110 b/t 19th St & 20th St Mission	Mon --> 5:00 pm - 11:00 pm ; Tue --> 5:00 pm - 11:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 11:00 pm ; Fri --> 5:00 pm - 12:00 am ; Sat --> 5:00 pm - 12:00 am ; Sun --> 5:00 pm - 11:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Garage, Street	Yes	Yes	Yes	Casual	NA	Average	Beer & Wine Only	Yes	Free	Yes	Yes	NA	http://www.arabiannightssf.com/contact/	arabiannightssf@arabiannightssf.com
Ardiana	(415) 926-5962	ardianasf.com	NA	Mon --> NA - NA ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> NA - NA ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	NA	Average	Beer & Wine Only	No	No	No	No	Yes	https://www.ardianasf.com/contact-us/	info.ardiana@gmail.com
Arguello Super Market	(415) 751-5121	NA	782 Arguello BlvdSan Francisco, CA 94118 b/t Cabrillo St & Golden Gate Ave Inner Richmond	Mon --> 7:30 am - 8:00 pm ; Tue --> 7:30 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 8:00 pm ; Fri --> 7:30 am - 8:00 pm ; Sat --> 7:30 am - 8:00 pm ; Sun --> 7:30 am - 8:00 pm ;	No	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	Yes	No	No	Yes	Yes	NA	NA
Aria	(415) 292-6914	ariasf.com	932 Larkin StSan Francisco, CA 94109 b/t Post St & Geary St Lower Nob Hill	Mon --> 11:00 am - 3:00 pm4:30 pm - 9:00 pm ; Tue --> 11:00 am - 3:00 pm4:30 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm4:30 pm - 9:00 pm ; Fri --> 11:00 am - 3:00 pm4:30 pm - 9:00 pm ; Sat --> 11:00 am - 9:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	No	No	Lunch, Dinner	Street	No	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	NA	https://ariasf.com/	contact@ariasf.com
Arinell Pizza	(415) 255-1303	arinell-pizza.com	509 Valencia StSan Francisco, CA 94110 b/t 17th St & 16th St Mission	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 12:00 am ; Fri --> 11:30 am - 2:00 am ; Sat --> 11:30 am - 2:00 am ; Sun --> 12:00 pm - 10:00 pm ;	No	No	Yes	No	No	No	NA	Lunch, Late Night	Street	Yes	Yes	No	Casual	NA	Average	No	No	No	No	No	NA	NA	NA
Arizmendi Bakery	(415) 566-3117	arizmendibakery.com	1331 9th AveSan Francisco, CA 94122 b/t Irving St & Judah St Inner Sunset	Mon --> NA - NA ; Tue --> 7:00 am - 7:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 7:00 pm ; Fri --> 7:00 am - 7:00 pm ; Sat --> 7:30 am - 6:00 pm ; Sun --> 7:30 am - 6:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast, Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	Yes	No	No	No	NA	http://arizmendibakery.com/	info@arizmendibakery.com
Arizmendi Bakery	(415) 826-9218	arizmendi-valencia.squarespac…	1268 Valencia StSan Francisco, CA 94110 b/t 24th St & 23rd St Mission	Mon --> 7:00 am - 7:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 7:00 am - 7:00 pm ; Fri --> 7:00 am - 7:00 pm ; Sat --> 8:00 am - 7:00 pm ; Sun --> 8:00 am - 7:00 pm ;	No	No	Yes	Yes	No	Yes	NA	Breakfast, Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	Yes	NA	NA
Arlequin Cafe &amp; Food To Go	(415) 626-1211	arlequincafe.com	384 Hayes StSan Francisco, CA 94102 b/t Gough St & Franklin St Hayes Valley	Mon --> 8:00 am - 7:00 pm ; Tue --> 8:00 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 8:00 pm ; Fri --> 8:00 am - 8:00 pm ; Sat --> 9:00 am - 8:00 pm ; Sun --> 9:00 am - 7:00 pm ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	No	Yes	Yes	http://arlequincafe.com/contact-us/	info@arlequincafe.com, press@absinthegroup.com
Art’s Cafe	(415) 665-7440	NA	747 Irving StSan Francisco, CA 94122 b/t 8th Ave & 9th Ave Inner Sunset	Mon --> NA - NA ; Tue --> 7:00 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 2:30 pm ; Fri --> 7:00 am - 2:30 pm ; Sat --> 7:00 am - 3:30 pm ; Sun --> 7:30 am - 3:00 pm ;	No	No	Yes	No	No	No	NA	Breakfast, Brunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	No	NA	NA	NA
AsiaSF	(415) 255-2742	asiasf.com	201 9th StSan Francisco, CA 94103 b/t Tehama St & Howard St SoMa	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 7:00 pm - 10:00 pm ; Fri --> 7:00 pm - 2:00 am ; Sat --> 5:00 pm - 2:00 am ; Sun --> 7:00 pm - 10:00 pm ;	NA	No	Yes	Yes	No	No	No	Dinner	Street	No	No	Yes	Dressy	Trendy	Loud	Full Bar	No	Free	No	No	Yes	https://asiasf.com/contact/	NA
Asiento	(415) 829-3375	asientosf.com	2730 21st StSan Francisco, CA 94110 b/t York St & Bryant St Mission	Mon --> 5:00 pm - 12:00 am ; Tue --> 5:00 pm - 12:00 am ; Wed --> NA - NA ; Thu --> 5:00 pm - 1:00 am ; Fri --> 5:00 pm - 2:00 am ; Sat --> 5:00 pm - 2:00 am ; Sun --> 3:00 pm - 12:00 am ;	No	No	No	No	No	NA	NA	Late Night	Street	Yes	No	Yes	Casual	Casual	Average	Full Bar	No	Free	Yes	Yes	NA	http://asientosf.com/	NA
Aslam’s Rasoi	(415) 695-0599	aslamsrasoi.com	1037 Valencia StSan Francisco, CA 94110 b/t 21st St & Hill St Mission	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 11:00 pm ; Sat --> 5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	NA	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	Yes	NA	http://www.aslamsrasoi.com/contact/	NA
Assab Eritrean Restaurant	(415) 441-7083	assaberitreancuisine.com	2845 Geary BlvdSan Francisco, CA 94118 b/t Collins St & Wood St Laurel Heights, Inner Richmond	Mon --> 4:00 pm - 9:30 pm ; Tue --> 4:00 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 4:00 pm - 9:30 pm ; Fri --> 4:00 pm - 10:00 pm ; Sat --> 4:00 pm - 10:00 pm ; Sun --> NA - NA ;	Yes	No	Yes	Yes	No	NA	NA	NA	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	NA	http://www.assaberitreancuisine.com/contact.html	NA
Aster	(415) 875-9810	astersf.com	1001 Guerrero StSan Francisco, CA 94110 b/t Alvarado St & 22nd St Mission	Mon --> 5:30 pm - 9:00 pm ; Tue --> 5:30 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 9:00 pm ; Fri --> 5:30 pm - 10:30 pm ; Sat --> 5:30 pm - 10:30 pm ; Sun --> 5:30 pm - 9:00 pm ;	Yes	No	No	Yes	No	NA	No	Dinner	Garage, Street	Yes	No	Yes	Casual	NA	Average	Beer & Wine Only	No	No	No	No	Yes	http://astersf.com/contact/	info@astersf.com
Atelier Crenn	(415) 440-0460	ateliercrenn.com	3127 Fillmore StSan Francisco, CA 94123 b/t Pixley St & Filbert St Marina/Cow Hollow	Mon --> NA - NA ; Tue --> 5:30 pm - 8:30 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 8:30 pm ; Fri --> 5:00 pm - 9:00 pm ; Sat --> 5:00 pm - 9:00 pm ; Sun --> NA - NA ;	Yes	No	No	Yes	No	No	NA	NA	Street	No	No	No	Dressy	Upscale	Quiet	Beer & Wine Only	No	No	No	No	Yes	https://www.ateliercrenn.com/contact/	careers@ateliercrenn.com
Atlas Cafe	(415) 648-1047	atlascafe.net	3049 20th StSan Francisco, CA 94110 b/t Alabama St & Florida St Mission	Mon --> 6:30 am - 10:00 pm ; Tue --> 6:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 10:00 pm ; Fri --> 6:30 am - 10:00 pm ; Sat --> 8:00 am - 8:00 pm ; Sun --> 8:00 am - 8:00 pm ;	No	No	Yes	Yes	No	Yes	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	No	No	Yes	http://atlascafe.net/	NA
August 1 Five	(415) 771-5900	august1five.com	524 Van Ness AveSan Francisco, CA 94102 Civic Center	Mon --> NA - NA ; Tue --> 11:30 am - 2:30 pm5:00 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:00 pm - 9:30 pm ; Fri --> 11:30 am - 2:30 pm5:00 pm - 10:30 pm ; Sat --> 10:30 am - 2:30 pm5:00 pm - 10:30 pm ; Sun --> 10:30 am - 2:30 pm5:00 pm - 9:30 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Garage, Street	No	No	Yes	Casual	NA	Average	Full Bar	No	No	No	Yes	NA	https://www.august1five.com/	NA
Avedano’s Holly Park Market	(415) 285-6328	avedanos.com	235 Cortland AveSan Francisco, CA 94110 b/t Bocana St & Bonview St Bernal Heights	Mon --> 11:00 am - 7:00 pm ; Tue --> 11:00 am - 7:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 7:00 pm ; Fri --> 11:00 am - 7:00 pm ; Sat --> 9:00 am - 7:00 pm ; Sun --> 11:00 am - 6:00 pm ;	No	No	Yes	Yes	NA	No	NA	NA	Street	Yes	Yes	No	Casual	NA	Quiet	No	No	No	No	Yes	NA	http://avedanos.com/contact-us/	angela@avedanos.com, info@avedanos.com
Azalina’s	(415) 660-2020	azalinas.com	1355 Market StSan Francisco, CA 94103 b/t Fell St & 9th St SoMa	Mon --> 11:00 am - 9:00 pm ; Tue --> 11:00 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 9:00 pm ; Fri --> 11:00 am - 9:00 pm ; Sat --> 11:00 am - 9:00 pm ; Sun --> NA - NA ;	No	Yes	Yes	Yes	No	NA	No	Lunch	Garage, Private Lot, Validated	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	Yes	NA	http://www.azalinas.com/	NA
Azucar Lounge	(415) 255-2982	azucarsf.com	299 9th StSan Francisco, CA 94103 b/t Folsom St & Clementina St SoMa	Mon --> 11:30 am - 12:00 am ; Tue --> 11:30 am - 12:00 am ; Wed --> NA - NA ; Thu --> 11:30 am - 12:00 am ; Fri --> 11:30 am - 2:00 am ; Sat --> 4:00 pm - 2:00 am ; Sun --> 11:30 am - 10:00 pm ;	Yes	No	Yes	Yes	No	NA	No	Late Night	Street	Yes	No	Yes	Casual	Casual	Average	Full Bar	No	Free	Yes	Yes	Yes	https://azucarsf.com/	NA
Baan Restaurant &amp; Wine Bar	(415) 379-4505	baansf.com	534 Irving StSan Francisco, CA 94122 b/t 7th Ave & 6th Ave Inner Sunset	Mon --> 11:00 am - 3:00 pm4:30 pm - 10:00 pm ; Tue --> 11:00 am - 3:00 pm4:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm4:30 pm - 10:00 pm ; Fri --> 11:00 am - 3:00 pm4:30 pm - 11:00 pm ; Sat --> 11:00 am - 3:00 pm4:30 pm - 10:00 pm ; Sun --> 11:00 am - 3:00 pm4:30 pm - 10:00 pm ;	Yes	Yes	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	NA	http://www.baansf.com/	NA
Bacco	(415) 282-4969	baccosf.com	737 Diamond StSan Francisco, CA 94114 b/t 24th St & Elizabeth St Noe Valley	Mon --> NA - NA ; Tue --> 5:30 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 9:30 pm ; Fri --> 5:30 pm - 10:00 pm ; Sat --> 5:30 pm - 10:00 pm ; Sun --> 5:00 pm - 9:00 pm ;	Yes	No	Yes	Yes	No	NA	NA	NA	Street	Yes	No	Yes	Casual	Romantic	Average	Beer & Wine Only	Yes	Free	No	Yes	NA	http://baccosf.com/contact-2/	NA
Bacon Bacon	(415) 218-4347	baconbaconsf.com	205 A Frederick StSan Francisco, CA 94117 Ashbury Heights	Mon --> 7:00 am - 3:00 pm ; Tue --> 7:00 am - 3:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 3:00 pm ; Fri --> 7:00 am - 4:00 pm ; Sat --> 8:00 am - 3:00 pm ; Sun --> 8:00 am - 3:00 pm ;	No	No	Yes	Yes	Yes	No	NA	Breakfast, Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	Yes	https://www.baconbaconsf.com/contact/	NA
Bacon Dog Cart	NA	NA	The MissionSan Francisco, CA 94110 Mission	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	No	No	No	NA	NA	Street	No	Yes	Yes	Casual	Divey	Average	No	Yes	No	No	No	NA	NA	NA
Balompie Cafe No 3	(415) 647-4000	balompie3.com	NA	Mon --> 8:00 am - 9:45 pm ; Tue --> 8:00 am - 9:45 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 9:45 pm ; Fri --> 8:00 am - 9:45 pm ; Sat --> 8:00 am - 9:45 pm ; Sun --> 8:00 am - 8:00 pm ;	No	No	Yes	Yes	No	Yes	NA	Lunch, Dinner	Street	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	Yes	Yes	https://www.balompie3.com/	NA
Bambino’s Ristorante	(415) 731-1343	bambinosristorante.com	945 Cole StSan Francisco, CA 94117 b/t Carl St & Parnassus Ave Cole Valley	Mon --> 11:30 am - 10:00 pm ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:30 pm ; Sat --> 10:00 am - 10:30 pm ; Sun --> 10:00 am - 10:00 pm ;	Yes	Yes	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	No	Yes	NA	http://bambinosristorante.com/	NA
Bandit	(415) 658-7780	NA	683 Geary StSan Francisco, CA 94102 b/t Jones St & Leavenworth St Tenderloin	Mon --> 8:00 am - 1:30 pm5:00 pm - 9:30 pm ; Tue --> 8:00 am - 1:30 pm5:00 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 1:30 pm5:00 pm - 9:30 pm ; Fri --> 8:00 am - 1:30 pm5:00 pm - 9:30 pm ; Sat --> 8:00 am - 2:00 pm5:00 pm - 9:30 pm ; Sun --> 8:00 am - 2:00 pm5:00 pm - 9:30 pm ;	No	No	Yes	Yes	NA	Yes	NA	Breakfast, Brunch, Lunch	NA	Yes	Yes	No	Casual	Casual, Trendy	Quiet	No	No	No	No	NA	NA	NA	NA
Banh Mi House	(415) 769-5556	NA	2701 San Bruno AveSan Francisco, CA 94134 b/t Wayland St & Bacon St Portola, Excelsior	Mon --> 8:00 am - 6:00 pm ; Tue --> 8:00 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 6:00 pm ; Fri --> 8:00 am - 6:00 pm ; Sat --> 8:00 am - 6:00 pm ; Sun --> 8:00 am - 6:00 pm ;	No	No	Yes	No	No	No	NA	Lunch	Street	No	Yes	No	Casual	Casual	Quiet	No	No	No	No	No	NA	NA	NA
Baonecci Ristorante	(415) 989-1806	caffebaonecci.com	516 Green StSan Francisco, CA 94133 b/t Bannam Pl & Grant Ave North Beach/Telegraph Hill	Mon --> 5:00 pm - 9:30 pm ; Tue --> 5:00 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 9:30 pm ; Fri --> 5:00 pm - 9:30 pm ; Sat --> 12:00 pm - 10:00 pm ; Sun --> NA - NA ;	NA	No	Yes	Yes	No	No	NA	Dinner	Street	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	No	Yes	http://caffebaonecci.com/	NA
Bar Crudo	(415) 409-0679	barcrudo.com	655 Divisadero StSan Francisco, CA 94117 b/t Grove St & Hayes St NoPa	Mon --> NA - NA ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 11:00 pm ; Sat --> 5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	No	Yes	No	No	NA	NA	Street	Yes	No	No	Casual	Trendy	Average	Beer & Wine Only	No	No	No	No	Yes	http://barcrudo.com/	info@barcrudo.com
Barrel Head Brewhouse	(415) 853-5264	barrelheadsf.com	1785 Fulton StSan Francisco, CA 94117 b/t Masonic Ave & Central Ave NoPa	Mon --> 4:30 pm - 12:00 am ; Tue --> 4:30 pm - 12:00 am ; Wed --> NA - NA ; Thu --> 4:30 pm - 2:00 am ; Fri --> 4:30 pm - 2:00 am ; Sat --> 12:00 pm - 2:00 am ; Sun --> 10:00 am - 12:00 am ;	Yes	No	Yes	Yes	No	NA	NA	Dinner	Street	Yes	No	Yes	Casual	Casual, Trendy	Loud	Full Bar	No	NA	Yes	No	Yes	http://www.barrelheadsf.com/	NA
BARZOTTO	(415) 285-1200	barzotto.com	1270 Valencia StSan Francisco, CA 94110 b/t 24th St & 23rd St Mission	Mon --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Tue --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Sat --> 11:00 am - 10:00 pm ; Sun --> 11:00 am - 10:00 pm ;	No	No	Yes	Yes	Yes	Yes	No	Lunch, Dinner	NA	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	No	No	Yes	http://barzotto.com/	info@barzotto.com, jen@magnumpr.co
Basa Seafood Express	(415) 550-2388	basaseafood.com	3064 24th StSan Francisco, CA 94110 b/t Treat Ave & Lucky St Mission	Mon --> 11:00 am - 7:30 pm ; Tue --> 11:00 am - 7:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 7:30 pm ; Fri --> 11:00 am - 7:30 pm ; Sat --> 11:00 am - 7:30 pm ; Sun --> 11:00 am - 5:00 pm ;	No	Yes	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	NA	http://basaseafood.com/	NA
Basik Cafe	(415) 655-3283	basikacai.com	1958 Polk StSan Francisco, CA 94109 b/t Jackson St & Pacific Ave Nob Hill	Mon --> 8:00 am - 4:00 pm ; Tue --> 8:00 am - 4:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 4:00 pm ; Fri --> 8:00 am - 4:00 pm ; Sat --> 8:00 am - 5:00 pm ; Sun --> 9:00 am - 5:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast	Street	Yes	Yes	No	Casual	Hipster, Casual	Average	No	No	Free	No	No	Yes	http://www.basikacai.com/contact/	basikcafesf@gmail.com
Basil Canteen	(415) 552-3963	basilcanteen.com	1489 Folsom StSan Francisco, CA 94103 b/t 11th St & Juniper St SoMa	Mon --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Tue --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Sat --> 5:30 pm - 10:00 pm ; Sun --> 5:30 pm - 10:00 pm ;	Yes	No	Yes	Yes	NA	NA	NA	Dinner	Street	Yes	No	Yes	Casual	Casual	Average	Full Bar	No	No	No	No	NA	http://www.basilthai.com/bc/	contact@basilcanteen.com
Basil Thai Restaurant &amp; Bar	(415) 552-8999	basilthai.com/home.html	1175 Folsom StSan Francisco, CA 94103 b/t Rausch St & Langton St SoMa	Mon --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Tue --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Sat --> 5:30 pm - 10:00 pm ; Sun --> 5:30 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	No	Dinner	Street	No	No	Yes	Casual	Trendy	Average	Full Bar	No	No	Yes	No	NA	http://basilthai.com/home.html	info@basilthai.comi, info@basilthai.com
Bayou	(415) 913-7766	bayousf.com	3412 17th StSan Francisco, CA 94110 b/t Valencia St & Albion St Mission	Mon --> NA - NA ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:00 pm - 11:00 pm ; Sat --> 11:30 am - 2:30 pm5:00 pm - 11:00 pm ; Sun --> NA - NA ;	Yes	No	Yes	Yes	No	No	No	Dinner	Street, Private Lot	Yes	Yes	No	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	Yes	Yes	http://www.bayousf.com/	contact@bayousf.com
Bayshore Taqueria	(415) 285-1100	squareup.com/market/bayshore-…	300 Bayshore BlvdUnit ASan Francisco, CA 94124 Bayview-Hunters Point	Mon --> 11:00 am - 10:00 pm ; Tue --> 11:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 10:00 pm ; Fri --> 11:00 am - 10:00 pm ; Sat --> 11:00 am - 5:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	Yes	No	Lunch, Dinner	Street, Private Lot	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	Yes	Yes	https://squareup.com/market/bayshore-%c3%a2%e2%82%ac%c2%a6	NA
Bay Subs &amp; Deli	(415) 346-3888	NA	2486 Sacramento StSan Francisco, CA 94115 at Fillmore St Pacific Heights	Mon --> 9:30 am - 6:15 pm ; Tue --> 9:30 am - 6:15 pm ; Wed --> NA - NA ; Thu --> 9:30 am - 6:15 pm ; Fri --> 9:30 am - 6:15 pm ; Sat --> 10:00 am - 4:45 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	NA	Street	Yes	Yes	No	Casual	Casual	Average	No	Yes	No	No	No	NA	NA	NA
Bean Bag Cafe	(415) 563-3634	beanbag.cafe	601 Divisadero StSan Francisco, CA 94117 b/t Grove St & Hayes St Alamo Square, NoPa	Mon --> 7:00 am - 10:00 pm ; Tue --> 7:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 10:00 pm ; Fri --> 7:00 am - 10:00 pm ; Sat --> 7:30 am - 10:00 pm ; Sun --> 8:00 am - 10:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Hipster, Casual	Average	Beer & Wine Only	Yes	Free	Yes	No	Yes	http://beanbag.cafe/	NA
